PROV_,DEPTO_,COD_2010,codprov,coddepto,circuito,IN1,NAM
02,013,020130414,01,013,00136,2091,Comuna 13
02,013,020130501,01,013,00137,2091,Comuna 13
02,013,020130502,01,013,00137,2091,Comuna 13
02,013,020130503,01,013,00137,2091,Comuna 13
02,013,020130504,01,013,00137,2091,Comuna 13
02,013,020130505,01,013,00137,2091,Comuna 13
02,013,020130506,01,013,00137,2091,Comuna 13
02,013,020130507,01,013,00137,2091,Comuna 13
02,013,020130508,01,013,00137,2091,Comuna 13
02,013,020130601,01,013,00137,2091,Comuna 13
02,013,020130602,01,013,00137,2091,Comuna 13
02,013,020130603,01,013,00137,2091,Comuna 13
02,013,020130604,01,013,00137,2091,Comuna 13
02,013,020130605,01,013,00137,2091,Comuna 13
02,013,020130606,01,013,00137,2091,Comuna 13
02,013,020130607,01,013,00137,2091,Comuna 13
02,013,020130608,01,013,00137,2091,Comuna 13
02,013,020130701,01,013,00138,2091,Comuna 13
02,013,020130702,01,013,00138,2091,Comuna 13
02,013,020130703,01,013,00138,2091,Comuna 13
02,013,020130704,01,013,00138,2091,Comuna 13
02,013,020130705,01,013,00138,2091,Comuna 13
02,013,020130706,01,013,00138,2091,Comuna 13
02,013,020130707,01,013,00138,2091,Comuna 13
02,013,020130708,01,013,00138,2091,Comuna 13
02,013,020130709,01,013,00138,2091,Comuna 13
02,013,020130801,01,013,00139,2091,Comuna 13
02,013,020130802,01,013,00139,2091,Comuna 13
02,013,020130803,01,013,00139,2091,Comuna 13
02,013,020130804,01,013,00139,2091,Comuna 13
02,013,020130805,01,013,00139,2091,Comuna 13
02,013,020130806,01,013,00139,2091,Comuna 13
02,013,020130807,01,013,00139,2091,Comuna 13
02,013,020130808,01,013,00139,2091,Comuna 13
02,013,020130809,01,013,00139,2091,Comuna 13
02,013,020130810,01,013,00139,2091,Comuna 13
02,013,020130901,01,013,00139,2091,Comuna 13
02,013,020130902,01,013,00139,2091,Comuna 13
02,013,020130903,01,013,00139,2091,Comuna 13
02,013,020130904,01,013,00139,2091,Comuna 13
02,013,020130905,01,013,00139,2091,Comuna 13
02,013,020130906,01,013,00139,2091,Comuna 13
02,013,020130907,01,013,00139,2091,Comuna 13
02,013,020130908,01,013,00139,2091,Comuna 13
02,013,020130909,01,013,00139,2091,Comuna 13
02,013,020130910,01,013,00139,2091,Comuna 13
02,013,020131001,01,013,00140,2091,Comuna 13
02,013,020131002,01,013,00140,2091,Comuna 13
02,013,020131003,01,013,00140,2091,Comuna 13
02,013,020131004,01,013,00140,2091,Comuna 13
02,013,020131005,01,013,00140,2091,Comuna 13
02,013,020131006,01,013,00140,2091,Comuna 13
02,013,020131007,01,013,00139,2091,Comuna 13
02,013,020131008,01,013,00139,2091,Comuna 13
02,013,020131009,01,013,00139,2091,Comuna 13
02,013,020131010,01,013,00140,2091,Comuna 13
02,013,020131011,01,013,00140,2091,Comuna 13
02,013,020131101,01,013,00141,2091,Comuna 13
02,013,020131102,01,013,00141,2091,Comuna 13
02,013,020131103,01,013,00141,2091,Comuna 13
02,013,020131104,01,013,00141,2091,Comuna 13
02,013,020131105,01,013,00141,2091,Comuna 13
02,013,020131106,01,013,00141,2091,Comuna 13
02,013,020131107,01,013,00141,2091,Comuna 13
02,013,020131201,01,013,00141,2091,Comuna 13
02,013,020131202,01,013,00141,2091,Comuna 13
02,013,020131203,01,013,00141,2091,Comuna 13
02,013,020131204,01,013,00141,2091,Comuna 13
02,013,020131205,01,013,00141,2091,Comuna 13
02,013,020131206,01,013,00141,2091,Comuna 13
02,013,020131207,01,013,00141,2091,Comuna 13
02,013,020131208,01,013,00141,2091,Comuna 13
02,013,020131209,01,013,00141,2091,Comuna 13
02,013,020131210,01,013,00141,2091,Comuna 13
02,013,020131301,01,013,00142,2091,Comuna 13
02,013,020131302,01,013,00140,2091,Comuna 13
02,013,020131303,01,013,00140,2091,Comuna 13
02,013,020131304,01,013,00140,2091,Comuna 13
02,013,020131305,01,013,00141,2091,Comuna 13
02,013,020131306,01,013,00141,2091,Comuna 13
02,013,020131307,01,013,00140,2091,Comuna 13
02,013,020131308,01,013,00142,2091,Comuna 13
02,013,020131309,01,013,00142,2091,Comuna 13
02,013,020131310,01,013,00142,2091,Comuna 13
02,013,020131311,01,013,00142,2091,Comuna 13
02,013,020131312,01,013,00142,2091,Comuna 13
02,013,020131313,01,013,00140,2091,Comuna 13
02,013,020131314,01,013,00141,2091,Comuna 13
02,013,020131401,01,013,00139,2091,Comuna 13
02,013,020131402,01,013,00139,2091,Comuna 13
02,013,020131403,01,013,00139,2091,Comuna 13
02,013,020131404,01,013,00142,2091,Comuna 13
02,013,020131405,01,013,00142,2091,Comuna 13
02,013,020131406,01,013,00142,2091,Comuna 13
02,013,020131407,01,013,00142,2091,Comuna 13
02,013,020131408,01,013,00142,2091,Comuna 13
02,013,020131409,01,013,00142,2091,Comuna 13
02,013,020131410,01,013,00142,2091,Comuna 13
02,013,020131411,01,013,00142,2091,Comuna 13
02,013,020131501,01,013,00138,2091,Comuna 13
02,013,020131502,01,013,00138,2091,Comuna 13
02,013,020131503,01,013,00138,2091,Comuna 13
02,013,020131504,01,013,00138,2091,Comuna 13
02,013,020131505,01,013,00138,2091,Comuna 13
02,013,020131506,01,013,00143,2091,Comuna 13
02,013,020131507,01,013,00143,2091,Comuna 13
02,013,020131508,01,013,00143,2091,Comuna 13
02,013,020131509,01,013,00143,2091,Comuna 13
02,013,020131510,01,013,00143,2091,Comuna 13
02,013,020131511,01,013,00143,2091,Comuna 13
02,013,020131512,01,013,00143,2091,Comuna 13
02,013,020131601,01,013,00138,2091,Comuna 13
02,013,020131602,01,013,00138,2091,Comuna 13
02,013,020131603,01,013,00138,2091,Comuna 13
02,013,020131604,01,013,00138,2091,Comuna 13
02,013,020131605,01,013,00138,2091,Comuna 13
02,013,020131606,01,013,00138,2091,Comuna 13
02,013,020131607,01,013,00138,2091,Comuna 13
02,013,020131608,01,013,00138,2091,Comuna 13
02,013,020131609,01,013,00138,2091,Comuna 13
02,013,020131610,01,013,00138,2091,Comuna 13
02,013,020131611,01,013,00138,2091,Comuna 13
02,013,020131612,01,013,00138,2091,Comuna 13
02,013,020131613,01,013,00138,2091,Comuna 13
02,013,020131701,01,013,00138,2091,Comuna 13
02,013,020131702,01,013,00138,2091,Comuna 13
02,013,020131703,01,013,00138,2091,Comuna 13
02,013,020131704,01,013,00138,2091,Comuna 13
02,013,020131705,01,013,00138,2091,Comuna 13
02,013,020131706,01,013,00138,2091,Comuna 13
02,013,020131707,01,013,00138,2091,Comuna 13
02,013,020131708,01,013,00138,2091,Comuna 13
02,013,020131709,01,013,00138,2091,Comuna 13
02,013,020131710,01,013,00138,2091,Comuna 13
02,013,020131711,01,013,00138,2091,Comuna 13
02,013,020131801,01,013,00144,2091,Comuna 13
02,013,020131802,01,013,00138,2091,Comuna 13
02,013,020131803,01,013,00138,2091,Comuna 13
02,013,020131804,01,013,00144,2091,Comuna 13
02,013,020131805,01,013,00144,2091,Comuna 13
02,013,020131806,01,013,00144,2091,Comuna 13
02,013,020131807,01,013,00144,2091,Comuna 13
02,013,020131808,01,013,00144,2091,Comuna 13
02,013,020131809,01,013,00144,2091,Comuna 13
02,013,020131810,01,013,00144,2091,Comuna 13
02,013,020131901,01,013,00143,2091,Comuna 13
02,013,020131902,01,013,00143,2091,Comuna 13
02,013,020131903,01,013,00143,2091,Comuna 13
02,013,020131904,01,013,00143,2091,Comuna 13
02,013,020131905,01,013,00143,2091,Comuna 13
02,013,020131906,01,013,00144,2091,Comuna 13
02,013,020131907,01,013,00144,2091,Comuna 13
02,013,020131908,01,013,00144,2091,Comuna 13
02,013,020131909,01,013,00143,2091,Comuna 13
02,013,020131910,01,013,00143,2091,Comuna 13
02,013,020131911,01,013,00143,2091,Comuna 13
02,013,020131912,01,013,00144,2091,Comuna 13
02,013,020132001,01,013,00143,2091,Comuna 13
02,013,020132002,01,013,00143,2091,Comuna 13
02,013,020132003,01,013,00143,2091,Comuna 13
02,013,020132004,01,013,00143,2091,Comuna 13
02,013,020132005,01,013,00143,2091,Comuna 13
02,013,020132006,01,013,00143,2091,Comuna 13
02,013,020132007,01,013,00143,2091,Comuna 13
02,013,020132008,01,013,00143,2091,Comuna 13
02,013,020132009,01,013,00143,2091,Comuna 13
02,013,020132010,01,013,00143,2091,Comuna 13
02,013,020132011,01,013,00143,2091,Comuna 13
02,013,020132012,01,013,00143,2091,Comuna 13
02,013,020132101,01,013,00142,2091,Comuna 13
02,013,020132102,01,013,00142,2091,Comuna 13
02,013,020132103,01,013,00142,2091,Comuna 13
02,013,020132104,01,013,00142,2091,Comuna 13
02,013,020132105,01,013,00142,2091,Comuna 13
02,013,020132106,01,013,00142,2091,Comuna 13
02,013,020132107,01,013,00142,2091,Comuna 13
02,013,020132108,01,013,00142,2091,Comuna 13
02,013,020132109,01,013,00142,2091,Comuna 13
02,013,020132110,01,013,00142,2091,Comuna 13
02,013,020132201,01,013,00142,2091,Comuna 13
02,013,020132202,01,013,00142,2091,Comuna 13
02,013,020132203,01,013,00142,2091,Comuna 13
02,013,020132204,01,013,00142,2091,Comuna 13
02,013,020132205,01,013,00142,2091,Comuna 13
02,013,020132206,01,013,00142,2091,Comuna 13
02,013,020132207,01,013,00142,2091,Comuna 13
02,013,020132208,01,013,00142,2091,Comuna 13
02,013,020132209,01,013,00142,2091,Comuna 13
02,013,020132301,01,013,00147,2091,Comuna 13
02,013,020132302,01,013,00147,2091,Comuna 13
02,013,020132303,01,013,00147,2091,Comuna 13
02,013,020132304,01,013,00147,2091,Comuna 13
02,013,020132305,01,013,00147,2091,Comuna 13
02,013,020132306,01,013,00147,2091,Comuna 13
02,013,020132307,01,013,00147,2091,Comuna 13
02,013,020132308,01,013,00147,2091,Comuna 13
02,013,020132309,01,013,00147,2091,Comuna 13
02,013,020132310,01,013,00147,2091,Comuna 13
02,013,020132311,01,013,00147,2091,Comuna 13
02,013,020132401,01,013,00145,2091,Comuna 13
02,013,020132402,01,013,00145,2091,Comuna 13
02,013,020132403,01,013,00145,2091,Comuna 13
02,013,020132404,01,013,00145,2091,Comuna 13
02,013,020132405,01,013,00145,2091,Comuna 13
02,013,020132406,01,013,00145,2091,Comuna 13
02,013,020132407,01,013,00145,2091,Comuna 13
02,013,020132408,01,013,00145,2091,Comuna 13
02,013,020132409,01,013,00145,2091,Comuna 13
02,013,020132410,01,013,00145,2091,Comuna 13
02,013,020132501,01,013,00145,2091,Comuna 13
02,013,020132502,01,013,00145,2091,Comuna 13
02,013,020132503,01,013,00145,2091,Comuna 13
02,013,020132504,01,013,00145,2091,Comuna 13
02,013,020132505,01,013,00145,2091,Comuna 13
02,013,020132506,01,013,00145,2091,Comuna 13
02,013,020132507,01,013,00145,2091,Comuna 13
02,013,020132508,01,013,00146,2091,Comuna 13
02,013,020132601,01,013,00145,2091,Comuna 13
02,013,020132602,01,013,00145,2091,Comuna 13
02,013,020132603,01,013,00145,2091,Comuna 13
02,013,020132604,01,013,00145,2091,Comuna 13
02,013,020132605,01,013,00145,2091,Comuna 13
02,013,020132606,01,013,00146,2091,Comuna 13
02,013,020132607,01,013,00146,2091,Comuna 13
02,013,020132608,01,013,00146,2091,Comuna 13
02,013,020132609,01,013,00146,2091,Comuna 13
02,013,020132610,01,013,00146,2091,Comuna 13
02,013,020132611,01,013,00146,2091,Comuna 13
02,013,020132701,01,013,00147,2091,Comuna 13
02,013,020132702,01,013,00147,2091,Comuna 13
02,013,020132703,01,013,00147,2091,Comuna 13
02,013,020132704,01,013,00147,2091,Comuna 13
02,013,020132705,01,013,00147,2091,Comuna 13
02,013,020132706,01,013,00147,2091,Comuna 13
02,013,020132707,01,013,00147,2091,Comuna 13
02,013,020132708,01,013,00147,2091,Comuna 13
02,013,020132709,01,013,00147,2091,Comuna 13
02,013,020132801,01,013,00147,2091,Comuna 13
02,013,020132802,01,013,00147,2091,Comuna 13
02,013,020132803,01,013,00147,2091,Comuna 13
02,013,020132804,01,013,00147,2091,Comuna 13
02,013,020132805,01,013,00147,2091,Comuna 13
02,013,020132806,01,013,00147,2091,Comuna 13
02,013,020132807,01,013,00147,2091,Comuna 13
02,013,020132808,01,013,00147,2091,Comuna 13
02,013,020132809,01,013,00147,2091,Comuna 13
02,013,020132810,01,013,00147,2091,Comuna 13
02,013,020132901,01,013,00146,2091,Comuna 13
02,013,020132902,01,013,00146,2091,Comuna 13
02,013,020132903,01,013,00146,2091,Comuna 13
02,013,020132904,01,013,00146,2091,Comuna 13
02,013,020132905,01,013,00146,2091,Comuna 13
02,013,020132906,01,013,00146,2091,Comuna 13
02,013,020132907,01,013,00146,2091,Comuna 13
02,013,020132908,01,013,00146,2091,Comuna 13
02,013,020132909,01,013,00146,2091,Comuna 13
02,013,020132910,01,013,00146,2091,Comuna 13
02,013,020132911,01,013,00146,2091,Comuna 13
02,012,020120101,01,012,00131,2084,Comuna 12
02,012,020120102,01,012,00131,2084,Comuna 12
02,012,020120103,01,012,00131,2084,Comuna 12
02,012,020120104,01,012,00132,2084,Comuna 12
02,012,020120105,01,012,00132,2084,Comuna 12
02,012,020120106,01,012,00132,2084,Comuna 12
02,012,020120107,01,012,00132,2084,Comuna 12
02,012,020120108,01,012,00132,2084,Comuna 12
02,012,020120109,01,012,00132,2084,Comuna 12
02,012,020120110,01,012,00132,2084,Comuna 12
02,012,020120111,01,012,00132,2084,Comuna 12
02,012,020120201,01,012,00132,2084,Comuna 12
02,012,020120202,01,012,00132,2084,Comuna 12
02,012,020120203,01,012,00132,2084,Comuna 12
02,012,020120204,01,012,00131,2084,Comuna 12
02,012,020120205,01,012,00131,2084,Comuna 12
02,012,020120206,01,012,00131,2084,Comuna 12
02,012,020120207,01,012,00131,2084,Comuna 12
02,012,020120208,01,012,00132,2084,Comuna 12
02,012,020120301,01,012,00132,2084,Comuna 12
02,012,020120302,01,012,00132,2084,Comuna 12
02,012,020120303,01,012,00133,2084,Comuna 12
02,012,020120304,01,012,00133,2084,Comuna 12
02,012,020120305,01,012,00132,2084,Comuna 12
02,012,020120306,01,012,00132,2084,Comuna 12
02,012,020120307,01,012,00132,2084,Comuna 12
02,012,020120308,01,012,00133,2084,Comuna 12
02,012,020120309,01,012,00133,2084,Comuna 12
02,012,020120310,01,012,00132,2084,Comuna 12
02,012,020120311,01,012,00132,2084,Comuna 12
02,012,020120401,01,012,00133,2084,Comuna 12
02,012,020120402,01,012,00133,2084,Comuna 12
02,012,020120403,01,012,00133,2084,Comuna 12
02,012,020120404,01,012,00133,2084,Comuna 12
02,012,020120405,01,012,00133,2084,Comuna 12
02,012,020120406,01,012,00133,2084,Comuna 12
02,012,020120407,01,012,00133,2084,Comuna 12
02,012,020120408,01,012,00133,2084,Comuna 12
02,012,020120409,01,012,00133,2084,Comuna 12
02,012,020120410,01,012,00133,2084,Comuna 12
02,012,020120501,01,012,00133,2084,Comuna 12
02,012,020120502,01,012,00133,2084,Comuna 12
02,012,020120503,01,012,00133,2084,Comuna 12
02,012,020120504,01,012,00133,2084,Comuna 12
02,012,020120505,01,012,00133,2084,Comuna 12
02,012,020120506,01,012,00133,2084,Comuna 12
02,012,020120507,01,012,00133,2084,Comuna 12
02,012,020120508,01,012,00133,2084,Comuna 12
02,012,020120509,01,012,00133,2084,Comuna 12
02,012,020120510,01,012,00133,2084,Comuna 12
02,012,020120511,01,012,00133,2084,Comuna 12
02,012,020120601,01,012,00132,2084,Comuna 12
02,012,020120602,01,012,00132,2084,Comuna 12
02,012,020120603,01,012,00132,2084,Comuna 12
02,012,020120604,01,012,00133,2084,Comuna 12
02,012,020120605,01,012,00132,2084,Comuna 12
02,012,020120606,01,012,00133,2084,Comuna 12
02,012,020120607,01,012,00133,2084,Comuna 12
02,012,020120608,01,012,00132,2084,Comuna 12
02,012,020120609,01,012,00132,2084,Comuna 12
02,012,020120610,01,012,00132,2084,Comuna 12
02,012,020120701,01,012,00130,2084,Comuna 12
02,012,020120702,01,012,00130,2084,Comuna 12
02,012,020120703,01,012,00130,2084,Comuna 12
02,012,020120704,01,012,00130,2084,Comuna 12
02,012,020120705,01,012,00130,2084,Comuna 12
02,012,020120706,01,012,00130,2084,Comuna 12
02,012,020120707,01,012,00130,2084,Comuna 12
02,012,020120708,01,012,00130,2084,Comuna 12
02,012,020120709,01,012,00130,2084,Comuna 12
02,012,020120710,01,012,00130,2084,Comuna 12
02,012,020120801,01,012,00130,2084,Comuna 12
02,012,020120802,01,012,00130,2084,Comuna 12
02,012,020120803,01,012,00130,2084,Comuna 12
02,012,020120804,01,012,00130,2084,Comuna 12
02,012,020120805,01,012,00130,2084,Comuna 12
02,012,020120806,01,012,00130,2084,Comuna 12
02,012,020120807,01,012,00130,2084,Comuna 12
02,012,020120808,01,012,00130,2084,Comuna 12
02,012,020120809,01,012,00130,2084,Comuna 12
02,012,020120810,01,012,00130,2084,Comuna 12
02,012,020120811,01,012,00130,2084,Comuna 12
02,012,020120901,01,012,00126,2084,Comuna 12
02,012,020120902,01,012,00126,2084,Comuna 12
02,012,020120903,01,012,00128,2084,Comuna 12
02,012,020120904,01,012,00128,2084,Comuna 12
02,012,020120905,01,012,00128,2084,Comuna 12
02,012,020120906,01,012,00128,2084,Comuna 12
02,012,020120907,01,012,00128,2084,Comuna 12
02,012,020121001,01,012,00128,2084,Comuna 12
02,012,020121002,01,012,00128,2084,Comuna 12
02,012,020121003,01,012,00128,2084,Comuna 12
02,012,020121004,01,012,00128,2084,Comuna 12
02,012,020121005,01,012,00129,2084,Comuna 12
02,012,020121006,01,012,00128,2084,Comuna 12
02,012,020121007,01,012,00128,2084,Comuna 12
02,012,020121008,01,012,00128,2084,Comuna 12
02,012,020121009,01,012,00128,2084,Comuna 12
02,012,020121010,01,012,00129,2084,Comuna 12
02,012,020121011,01,012,00128,2084,Comuna 12
02,012,020121101,01,012,00129,2084,Comuna 12
02,012,020121102,01,012,00129,2084,Comuna 12
02,012,020121103,01,012,00129,2084,Comuna 12
02,012,020121104,01,012,00129,2084,Comuna 12
02,012,020121105,01,012,00129,2084,Comuna 12
02,012,020121106,01,012,00129,2084,Comuna 12
02,012,020121107,01,012,00129,2084,Comuna 12
02,012,020121108,01,012,00129,2084,Comuna 12
02,012,020121109,01,012,00129,2084,Comuna 12
02,012,020121110,01,012,00129,2084,Comuna 12
02,012,020121111,01,012,00129,2084,Comuna 12
02,012,020121201,01,012,00129,2084,Comuna 12
02,012,020121202,01,012,00129,2084,Comuna 12
02,012,020121203,01,012,00129,2084,Comuna 12
02,012,020121204,01,012,00129,2084,Comuna 12
02,012,020121205,01,012,00129,2084,Comuna 12
02,012,020121206,01,012,00129,2084,Comuna 12
02,012,020121207,01,012,00129,2084,Comuna 12
02,012,020121208,01,012,00129,2084,Comuna 12
02,012,020121301,01,012,00129,2084,Comuna 12
02,012,020121302,01,012,00129,2084,Comuna 12
02,012,020121303,01,012,00129,2084,Comuna 12
02,012,020121304,01,012,00129,2084,Comuna 12
02,012,020121305,01,012,00129,2084,Comuna 12
02,012,020121306,01,012,00129,2084,Comuna 12
02,012,020121307,01,012,00129,2084,Comuna 12
02,012,020121401,01,012,00127,2084,Comuna 12
02,012,020121402,01,012,00127,2084,Comuna 12
02,012,020121403,01,012,00127,2084,Comuna 12
02,012,020121404,01,012,00127,2084,Comuna 12
02,012,020121405,01,012,00127,2084,Comuna 12
02,012,020121406,01,012,00127,2084,Comuna 12
02,012,020121407,01,012,00127,2084,Comuna 12
02,012,020121408,01,012,00127,2084,Comuna 12
02,012,020121409,01,012,00127,2084,Comuna 12
02,012,020121410,01,012,00127,2084,Comuna 12
02,012,020121501,01,012,00127,2084,Comuna 12
02,012,020121502,01,012,00127,2084,Comuna 12
02,012,020121503,01,012,00127,2084,Comuna 12
02,012,020121504,01,012,00127,2084,Comuna 12
02,012,020121505,01,012,00127,2084,Comuna 12
02,012,020121506,01,012,00127,2084,Comuna 12
02,012,020121507,01,012,00127,2084,Comuna 12
02,012,020121508,01,012,00127,2084,Comuna 12
02,012,020121509,01,012,00127,2084,Comuna 12
02,012,020121510,01,012,00127,2084,Comuna 12
02,012,020121511,01,012,00127,2084,Comuna 12
02,012,020121512,01,012,00127,2084,Comuna 12
02,012,020121513,01,012,00127,2084,Comuna 12
02,012,020121601,01,012,00126,2084,Comuna 12
02,012,020121602,01,012,00126,2084,Comuna 12
02,012,020121603,01,012,00128,2084,Comuna 12
02,012,020121604,01,012,00128,2084,Comuna 12
02,012,020121605,01,012,00128,2084,Comuna 12
02,012,020121606,01,012,00128,2084,Comuna 12
02,012,020121607,01,012,00129,2084,Comuna 12
02,012,020121608,01,012,00129,2084,Comuna 12
02,012,020121609,01,012,00129,2084,Comuna 12
02,012,020121610,01,012,00127,2084,Comuna 12
02,012,020121611,01,012,00127,2084,Comuna 12
02,012,020121612,01,012,00127,2084,Comuna 12
02,012,020121613,01,012,00127,2084,Comuna 12
02,012,020121614,01,012,00127,2084,Comuna 12
02,012,020121701,01,012,00126,2084,Comuna 12
02,012,020121702,01,012,00126,2084,Comuna 12
02,012,020121703,01,012,00126,2084,Comuna 12
02,012,020121704,01,012,00128,2084,Comuna 12
02,012,020121705,01,012,00128,2084,Comuna 12
02,012,020121706,01,012,00126,2084,Comuna 12
02,012,020121707,01,012,00126,2084,Comuna 12
02,012,020121708,01,012,00128,2084,Comuna 12
02,012,020121801,01,012,00126,2084,Comuna 12
02,012,020121802,01,012,00126,2084,Comuna 12
02,012,020121803,01,012,00126,2084,Comuna 12
02,012,020121804,01,012,00126,2084,Comuna 12
02,012,020121805,01,012,00126,2084,Comuna 12
02,012,020121806,01,012,00126,2084,Comuna 12
02,012,020121807,01,012,00126,2084,Comuna 12
02,012,020121808,01,012,00126,2084,Comuna 12
02,012,020121809,01,012,00126,2084,Comuna 12
02,012,020121810,01,012,00126,2084,Comuna 12
02,012,020121811,01,012,00126,2084,Comuna 12
02,012,020121812,01,012,00127,2084,Comuna 12
02,012,020121813,01,012,00127,2084,Comuna 12
02,012,020121901,01,012,00124,2084,Comuna 12
02,012,020121902,01,012,00124,2084,Comuna 12
02,012,020121903,01,012,00124,2084,Comuna 12
02,012,020121904,01,012,00124,2084,Comuna 12
02,012,020121905,01,012,00124,2084,Comuna 12
02,012,020121906,01,012,00124,2084,Comuna 12
02,012,020121907,01,012,00124,2084,Comuna 12
02,012,020121908,01,012,00124,2084,Comuna 12
02,012,020121909,01,012,00124,2084,Comuna 12
02,012,020121910,01,012,00124,2084,Comuna 12
02,012,020121911,01,012,00124,2084,Comuna 12
02,012,020121912,01,012,00124,2084,Comuna 12
02,012,020121913,01,012,00124,2084,Comuna 12
02,012,020122001,01,012,00125,2084,Comuna 12
02,012,020122002,01,012,00125,2084,Comuna 12
02,012,020122003,01,012,00125,2084,Comuna 12
02,012,020122004,01,012,00124,2084,Comuna 12
02,012,020122005,01,012,00125,2084,Comuna 12
02,012,020122006,01,012,00125,2084,Comuna 12
02,012,020122007,01,012,00125,2084,Comuna 12
02,012,020122008,01,012,00125,2084,Comuna 12
02,012,020122101,01,012,00125,2084,Comuna 12
02,012,020122102,01,012,00125,2084,Comuna 12
02,012,020122103,01,012,00125,2084,Comuna 12
02,012,020122104,01,012,00125,2084,Comuna 12
02,012,020122105,01,012,00125,2084,Comuna 12
02,012,020122106,01,012,00125,2084,Comuna 12
02,012,020122107,01,012,00125,2084,Comuna 12
02,012,020122108,01,012,00125,2084,Comuna 12
02,012,020122109,01,012,00125,2084,Comuna 12
02,012,020122110,01,012,00125,2084,Comuna 12
02,012,020122201,01,012,00124,2084,Comuna 12
02,012,020122202,01,012,00124,2084,Comuna 12
02,012,020122203,01,012,00124,2084,Comuna 12
02,012,020122204,01,012,00124,2084,Comuna 12
02,012,020122205,01,012,00125,2084,Comuna 12
02,012,020122206,01,012,00125,2084,Comuna 12
02,012,020122207,01,012,00125,2084,Comuna 12
02,012,020122208,01,012,00125,2084,Comuna 12
02,012,020122209,01,012,00125,2084,Comuna 12
02,012,020122210,01,012,00125,2084,Comuna 12
02,012,020122211,01,012,00125,2084,Comuna 12
02,014,020140101,01,014,00148,2098,Comuna 14
02,014,020140102,01,014,00148,2098,Comuna 14
02,014,020140103,01,014,00148,2098,Comuna 14
02,014,020140104,01,014,00148,2098,Comuna 14
02,014,020140105,01,014,00148,2098,Comuna 14
02,014,020140106,01,014,00148,2098,Comuna 14
02,014,020140107,01,014,00148,2098,Comuna 14
02,014,020140108,01,014,00148,2098,Comuna 14
02,014,020140109,01,014,00148,2098,Comuna 14
02,014,020140110,01,014,00148,2098,Comuna 14
02,014,020140201,01,014,00148,2098,Comuna 14
02,014,020140202,01,014,00149,2098,Comuna 14
02,014,020140203,01,014,00149,2098,Comuna 14
02,014,020140204,01,014,00149,2098,Comuna 14
02,014,020140205,01,014,00149,2098,Comuna 14
02,014,020140206,01,014,00149,2098,Comuna 14
02,014,020140207,01,014,00149,2098,Comuna 14
02,014,020140208,01,014,00149,2098,Comuna 14
02,014,020140209,01,014,00149,2098,Comuna 14
02,014,020140210,01,014,00149,2098,Comuna 14
02,014,020140301,01,014,00149,2098,Comuna 14
02,014,020140302,01,014,00149,2098,Comuna 14
02,014,020140303,01,014,00149,2098,Comuna 14
02,014,020140304,01,014,00149,2098,Comuna 14
