PROV_,DEPTO_,COD_2010,codprov,coddepto,circuito,IN1,NAM
06,770,067700602,02,108,0922A,6770,San Pedro
06,770,067700701,02,108,00921,6770,San Pedro
06,770,067700702,02,108,00921,6770,San Pedro
06,770,067700703,02,108,00921,6770,San Pedro
06,770,067700704,02,108,00921,6770,San Pedro
06,770,067700705,02,108,00921,6770,San Pedro
06,770,067700801,02,108,00919,6770,San Pedro
06,770,067700802,02,108,00919,6770,San Pedro
06,770,067700803,02,108,00919,6770,San Pedro
06,770,067700804,02,108,00919,6770,San Pedro
06,770,067700805,02,108,00919,6770,San Pedro
06,770,067700901,02,108,00915,6770,San Pedro
06,770,067700902,02,108,00915,6770,San Pedro
06,770,067700903,02,108,00915,6770,San Pedro
06,770,067700904,02,108,00915,6770,San Pedro
06,770,067700905,02,108,00915,6770,San Pedro
06,770,067700906,02,108,00915,6770,San Pedro
06,770,067700907,02,108,00915,6770,San Pedro
06,770,067700908,02,108,00915,6770,San Pedro
06,770,067701001,02,108,00915,6770,San Pedro
06,770,067701002,02,108,00915,6770,San Pedro
06,770,067701003,02,108,00913,6770,San Pedro
06,770,067701004,02,108,00913,6770,San Pedro
06,770,067701005,02,108,00913,6770,San Pedro
06,770,067701006,02,108,00913,6770,San Pedro
06,770,067701007,02,108,00913,6770,San Pedro
06,770,067701008,02,108,00913,6770,San Pedro
06,770,067701009,02,108,00913,6770,San Pedro
06,770,067701010,02,108,00913,6770,San Pedro
06,770,067701011,02,108,00913,6770,San Pedro
06,770,067701012,02,108,00913,6770,San Pedro
06,770,067701013,02,108,00913,6770,San Pedro
06,770,067701014,02,108,00913,6770,San Pedro
06,770,067701101,02,108,00915,6770,San Pedro
06,770,067701102,02,108,00915,6770,San Pedro
06,770,067701103,02,108,00915,6770,San Pedro
06,770,067701104,02,108,00915,6770,San Pedro
06,770,067701105,02,108,00915,6770,San Pedro
06,770,067701201,02,108,00914,6770,San Pedro
06,770,067701202,02,108,00914,6770,San Pedro
06,770,067701203,02,108,00914,6770,San Pedro
06,770,067701204,02,108,00914,6770,San Pedro
06,770,067701205,02,108,00915,6770,San Pedro
06,770,067701206,02,108,00914,6770,San Pedro
06,770,067701301,02,108,00918,6770,San Pedro
06,770,067701302,02,108,00918,6770,San Pedro
06,770,067701303,02,108,00918,6770,San Pedro
06,770,067701304,02,108,00918,6770,San Pedro
06,770,067701305,02,108,00918,6770,San Pedro
06,770,067701306,02,108,00918,6770,San Pedro
06,770,067701307,02,108,00918,6770,San Pedro
06,770,067701401,02,108,00918,6770,San Pedro
06,770,067701402,02,108,00918,6770,San Pedro
06,770,067701403,02,108,00918,6770,San Pedro
06,770,067701501,02,108,00922,6770,San Pedro
06,770,067701502,02,108,00918,6770,San Pedro
06,770,067701503,02,108,00920,6770,San Pedro
06,770,067701504,02,108,00922,6770,San Pedro
06,770,067701505,02,108,00920,6770,San Pedro
06,770,067701601,02,108,00922,6770,San Pedro
06,770,067701602,02,108,00922,6770,San Pedro
06,770,067701603,02,108,00922,6770,San Pedro
06,770,067701604,02,108,00922,6770,San Pedro
06,770,067701605,02,108,00922,6770,San Pedro
06,770,067701606,02,108,00922,6770,San Pedro
06,770,067701607,02,108,00922,6770,San Pedro
06,770,067701701,02,108,00922,6770,San Pedro
06,770,067701702,02,108,00922,6770,San Pedro
06,770,067701703,02,108,00922,6770,San Pedro
06,770,067701704,02,108,00922,6770,San Pedro
06,770,067701705,02,108,00922,6770,San Pedro
06,770,067701801,02,108,00922,6770,San Pedro
06,770,067701802,02,108,00922,6770,San Pedro
06,770,067701803,02,108,00920,6770,San Pedro
06,770,067701804,02,108,00920,6770,San Pedro
06,770,067701805,02,108,00920,6770,San Pedro
06,770,067701806,02,108,00920,6770,San Pedro
06,770,067701901,02,108,00920,6770,San Pedro
06,770,067701902,02,108,00920,6770,San Pedro
06,770,067701903,02,108,00920,6770,San Pedro
06,770,067701904,02,108,00920,6770,San Pedro
06,770,067702001,02,108,00918,6770,San Pedro
06,770,067702002,02,108,00918,6770,San Pedro
06,770,067702101,02,108,00913,6770,San Pedro
06,770,067702102,02,108,00913,6770,San Pedro
06,770,067702103,02,108,00913,6770,San Pedro
06,770,067702104,02,108,00913,6770,San Pedro
06,770,067702105,02,108,00913,6770,San Pedro
06,770,067702106,02,108,00913,6770,San Pedro
06,770,067702107,02,108,00913,6770,San Pedro
06,770,067702108,02,108,00913,6770,San Pedro
06,770,067702109,02,108,00913,6770,San Pedro
06,770,067702110,02,108,00913,6770,San Pedro
06,770,067702201,02,108,00913,6770,San Pedro
06,770,067702202,02,108,00913,6770,San Pedro
06,770,067702203,02,108,00913,6770,San Pedro
06,770,067702204,02,108,00913,6770,San Pedro
06,770,067702205,02,108,00913,6770,San Pedro
06,770,067702206,02,108,00913,6770,San Pedro
06,770,067702207,02,108,00915,6770,San Pedro
06,770,067702208,02,108,00915,6770,San Pedro
06,770,067702209,02,108,00915,6770,San Pedro
06,770,067702210,02,108,00913,6770,San Pedro
06,770,067702211,02,108,00913,6770,San Pedro
06,770,067702212,02,108,00913,6770,San Pedro
06,770,067702213,02,108,00913,6770,San Pedro
06,770,067702214,02,108,00913,6770,San Pedro
06,770,067702301,02,108,00913,6770,San Pedro
06,070,060700101,02,009,00105,6070,Baradero
06,070,060700102,02,009,00105,6070,Baradero
06,070,060700103,02,009,00105,6070,Baradero
06,070,060700104,02,009,00105,6070,Baradero
06,070,060700105,02,009,00105,6070,Baradero
06,070,060700106,02,009,00105,6070,Baradero
06,070,060700107,02,009,00105,6070,Baradero
06,070,060700108,02,009,00105,6070,Baradero
06,070,060700109,02,009,00105,6070,Baradero
06,070,060700110,02,009,00105,6070,Baradero
06,070,060700111,02,009,00105,6070,Baradero
06,070,060700112,02,009,00105,6070,Baradero
06,070,060700113,02,009,00105,6070,Baradero
06,070,060700201,02,009,00105,6070,Baradero
06,070,060700202,02,009,00105,6070,Baradero
06,070,060700203,02,009,00105,6070,Baradero
06,070,060700204,02,009,00105,6070,Baradero
06,070,060700205,02,009,00105,6070,Baradero
06,070,060700206,02,009,00105,6070,Baradero
06,070,060700207,02,009,00105,6070,Baradero
06,070,060700208,02,009,00105,6070,Baradero
06,070,060700209,02,009,00105,6070,Baradero
06,070,060700210,02,009,00105,6070,Baradero
06,070,060700211,02,009,00105,6070,Baradero
06,070,060700212,02,009,00105,6070,Baradero
06,070,060700213,02,009,00105,6070,Baradero
06,070,060700214,02,009,00105,6070,Baradero
06,070,060700215,02,009,00105,6070,Baradero
06,070,060700216,02,009,00105,6070,Baradero
06,070,060700217,02,009,00105,6070,Baradero
06,070,060700218,02,009,00106,6070,Baradero
06,070,060700301,02,009,00106,6070,Baradero
06,070,060700302,02,009,00106,6070,Baradero
06,070,060700303,02,009,00106,6070,Baradero
06,070,060700304,02,009,00107,6070,Baradero
06,070,060700305,02,009,00107,6070,Baradero
06,070,060700306,02,009,00107,6070,Baradero
06,070,060700401,02,009,00113,6070,Baradero
06,070,060700402,02,009,00113,6070,Baradero
06,070,060700403,02,009,00113,6070,Baradero
06,070,060700404,02,009,00113,6070,Baradero
06,070,060700501,02,009,00114,6070,Baradero
06,070,060700502,02,009,00114,6070,Baradero
06,070,060700601,02,009,00108,6070,Baradero
06,070,060700602,02,009,00108,6070,Baradero
06,070,060700701,02,009,00109,6070,Baradero
06,070,060700702,02,009,00109,6070,Baradero
06,070,060700801,02,009,00110,6070,Baradero
06,070,060700802,02,009,00110,6070,Baradero
06,070,060700803,02,009,00110,6070,Baradero
06,070,060700804,02,009,00110,6070,Baradero
06,070,060700805,02,009,00110,6070,Baradero
06,070,060700806,02,009,00110,6070,Baradero
06,070,060700901,02,009,00110,6070,Baradero
06,070,060700902,02,009,00110,6070,Baradero
06,070,060700903,02,009,00110,6070,Baradero
06,070,060700904,02,009,00110,6070,Baradero
06,070,060701001,02,009,00111,6070,Baradero
06,070,060701002,02,009,00111,6070,Baradero
06,070,060701003,02,009,00111,6070,Baradero
06,070,060701004,02,009,00111,6070,Baradero
06,070,060701101,02,009,00111,6070,Baradero
06,070,060701102,02,009,00111,6070,Baradero
06,070,060701201,02,009,00105,6070,Baradero
06,070,060701202,02,009,00105,6070,Baradero
06,077,060770101,02,010,00117,6077,Arrecifes
06,077,060770102,02,010,00117,6077,Arrecifes
06,077,060770103,02,010,00117,6077,Arrecifes
06,077,060770104,02,010,00117,6077,Arrecifes
06,077,060770105,02,010,00117,6077,Arrecifes
06,077,060770106,02,010,00117,6077,Arrecifes
06,077,060770107,02,010,00117,6077,Arrecifes
06,077,060770108,02,010,00117,6077,Arrecifes
06,077,060770109,02,010,00117,6077,Arrecifes
06,077,060770201,02,010,00120,6077,Arrecifes
06,077,060770202,02,010,00120,6077,Arrecifes
06,077,060770301,02,010,00117,6077,Arrecifes
06,077,060770302,02,010,00117,6077,Arrecifes
06,077,060770401,02,010,00118,6077,Arrecifes
06,077,060770402,02,010,00118,6077,Arrecifes
06,077,060770403,02,010,00118,6077,Arrecifes
06,077,060770404,02,010,00118,6077,Arrecifes
06,077,060770405,02,010,00118,6077,Arrecifes
06,077,060770501,02,010,00117,6077,Arrecifes
06,077,060770502,02,010,00117,6077,Arrecifes
06,077,060770503,02,010,00117,6077,Arrecifes
06,077,060770504,02,010,00117,6077,Arrecifes
06,077,060770505,02,010,00117,6077,Arrecifes
06,077,060770506,02,010,00117,6077,Arrecifes
06,077,060770507,02,010,00117,6077,Arrecifes
06,077,060770508,02,010,00117,6077,Arrecifes
06,077,060770509,02,010,00117,6077,Arrecifes
06,077,060770510,02,010,00117,6077,Arrecifes
06,077,060770511,02,010,00117,6077,Arrecifes
06,077,060770512,02,010,00117,6077,Arrecifes
06,077,060770513,02,010,00117,6077,Arrecifes
06,077,060770514,02,010,00117,6077,Arrecifes
06,077,060770601,02,010,0117A,6077,Arrecifes
06,077,060770602,02,010,0117A,6077,Arrecifes
06,077,060770603,02,010,0117A,6077,Arrecifes
06,077,060770701,02,010,0117A,6077,Arrecifes
06,077,060770801,02,010,0117A,6077,Arrecifes
06,077,060770901,02,010,00117,6077,Arrecifes
06,077,060770902,02,010,00117,6077,Arrecifes
06,077,060770903,02,010,00117,6077,Arrecifes
06,077,060770904,02,010,00117,6077,Arrecifes
06,077,060770905,02,010,00117,6077,Arrecifes
06,077,060771001,02,010,00117,6077,Arrecifes
06,077,060771002,02,010,00117,6077,Arrecifes
06,077,060771003,02,010,00117,6077,Arrecifes
06,077,060771101,02,010,0117B,6077,Arrecifes
06,077,060771102,02,010,0117B,6077,Arrecifes
06,077,060771103,02,010,0117B,6077,Arrecifes
06,077,060771201,02,010,0117B,6077,Arrecifes
06,077,060771202,02,010,0117B,6077,Arrecifes
06,077,060771301,02,010,0117B,6077,Arrecifes
06,077,060771302,02,010,0117B,6077,Arrecifes
06,077,060771303,02,010,0117B,6077,Arrecifes
06,077,060771401,02,010,00117,6077,Arrecifes
06,077,060771402,02,010,00117,6077,Arrecifes
06,077,060771403,02,010,00117,6077,Arrecifes
06,077,060771404,02,010,00117,6077,Arrecifes
06,077,060771405,02,010,00117,6077,Arrecifes
06,077,060771406,02,010,00117,6077,Arrecifes
06,077,060771407,02,010,00117,6077,Arrecifes
06,077,060771408,02,010,00117,6077,Arrecifes
06,077,060771409,02,010,00117,6077,Arrecifes
06,686,066860101,02,096,00823,6686,Rojas
06,686,066860102,02,096,00823,6686,Rojas
06,686,066860103,02,096,00823,6686,Rojas
06,686,066860104,02,096,00823,6686,Rojas
06,686,066860105,02,096,00823,6686,Rojas
06,686,066860106,02,096,00823,6686,Rojas
06,686,066860107,02,096,00823,6686,Rojas
06,686,066860108,02,096,00823,6686,Rojas
06,686,066860109,02,096,00823,6686,Rojas
06,686,066860110,02,096,00823,6686,Rojas
06,686,066860201,02,096,00830,6686,Rojas
06,686,066860202,02,096,00830,6686,Rojas
06,686,066860203,02,096,00830,6686,Rojas
06,686,066860204,02,096,00830,6686,Rojas
06,686,066860205,02,096,00830,6686,Rojas
06,686,066860206,02,096,00830,6686,Rojas
06,686,066860207,02,096,00830,6686,Rojas
06,686,066860208,02,096,00830,6686,Rojas
06,686,066860209,02,096,00830,6686,Rojas
06,686,066860210,02,096,00830,6686,Rojas
06,686,066860301,02,096,00829,6686,Rojas
06,686,066860302,02,096,00829,6686,Rojas
06,686,066860303,02,096,00829,6686,Rojas
06,686,066860304,02,096,00829,6686,Rojas
06,686,066860401,02,096,00830,6686,Rojas
06,686,066860402,02,096,00830,6686,Rojas
06,686,066860403,02,096,00830,6686,Rojas
06,686,066860501,02,096,00823,6686,Rojas
06,686,066860502,02,096,00823,6686,Rojas
06,686,066860601,02,096,00823,6686,Rojas
06,686,066860602,02,096,00823,6686,Rojas
06,686,066860603,02,096,00823,6686,Rojas
06,686,066860604,02,096,00823,6686,Rojas
06,686,066860605,02,096,00823,6686,Rojas
06,686,066860606,02,096,00823,6686,Rojas
06,686,066860607,02,096,00823,6686,Rojas
06,686,066860608,02,096,00823,6686,Rojas
06,686,066860609,02,096,00823,6686,Rojas
06,686,066860701,02,096,00824,6686,Rojas
06,686,066860702,02,096,00824,6686,Rojas
06,686,066860703,02,096,00825,6686,Rojas
06,686,066860704,02,096,00825,6686,Rojas
06,686,066860705,02,096,00825,6686,Rojas
06,686,066860706,02,096,00825,6686,Rojas
06,686,066860707,02,096,00825,6686,Rojas
06,686,066860801,02,096,00825,6686,Rojas
06,686,066860802,02,096,00825,6686,Rojas
06,686,066860803,02,096,00825,6686,Rojas
06,686,066860804,02,096,00826,6686,Rojas
06,686,066860805,02,096,00826,6686,Rojas
06,686,066860901,02,096,00827,6686,Rojas
06,686,066860902,02,096,00827,6686,Rojas
06,686,066860903,02,096,00827,6686,Rojas
06,686,066861001,02,096,00828,6686,Rojas
06,686,066861002,02,096,00828,6686,Rojas
06,686,066861003,02,096,00828,6686,Rojas
06,686,066861101,02,096,00827,6686,Rojas
06,686,066861102,02,096,00827,6686,Rojas
06,686,066861103,02,096,00827,6686,Rojas
06,686,066861201,02,096,00826,6686,Rojas
06,686,066861202,02,096,00826,6686,Rojas
06,686,066861203,02,096,00826,6686,Rojas
06,686,066861204,02,096,00826,6686,Rojas
06,686,066861301,02,096,00823,6686,Rojas
06,686,066861302,02,096,00823,6686,Rojas
06,686,066861303,02,096,00823,6686,Rojas
06,686,066861304,02,096,00823,6686,Rojas
06,686,066861305,02,096,00823,6686,Rojas
06,686,066861306,02,096,00823,6686,Rojas
06,686,066861307,02,096,00823,6686,Rojas
06,686,066861308,02,096,00823,6686,Rojas
06,686,066861309,02,096,00823,6686,Rojas
06,686,066861310,02,096,00823,6686,Rojas
06,686,066861311,02,096,00823,6686,Rojas
06,686,066861312,02,096,00823,6686,Rojas
06,686,066861313,02,096,00823,6686,Rojas
06,686,066861314,02,096,00823,6686,Rojas
06,882,068820101,02,125,01018,6882,Zárate
06,882,068820102,02,125,01018,6882,Zárate
06,882,068820103,02,125,01018,6882,Zárate
06,882,068820104,02,125,01018,6882,Zárate
06,882,068820105,02,125,01018,6882,Zárate
06,882,068820106,02,125,01018,6882,Zárate
06,882,068820107,02,125,01013,6882,Zárate
06,882,068820108,02,125,01013,6882,Zárate
06,882,068820109,02,125,01013,6882,Zárate
06,882,068820110,02,125,01013,6882,Zárate
06,882,068820201,02,125,01013,6882,Zárate
06,882,068820202,02,125,01015,6882,Zárate
06,882,068820203,02,125,01013,6882,Zárate
06,882,068820204,02,125,01013,6882,Zárate
06,882,068820205,02,125,01013,6882,Zárate
06,882,068820206,02,125,01013,6882,Zárate
06,882,068820207,02,125,01013,6882,Zárate
06,882,068820208,02,125,01013,6882,Zárate
06,882,068820209,02,125,01013,6882,Zárate
06,882,068820210,02,125,01013,6882,Zárate
06,882,068820211,02,125,01013,6882,Zárate
06,882,068820212,02,125,01013,6882,Zárate
06,882,068820213,02,125,01013,6882,Zárate
06,882,068820214,02,125,01013,6882,Zárate
06,882,068820301,02,125,01016,6882,Zárate
06,882,068820302,02,125,01015,6882,Zárate
06,882,068820303,02,125,01015,6882,Zárate
06,882,068820304,02,125,01014,6882,Zárate
06,882,068820305,02,125,01014,6882,Zárate
06,882,068820306,02,125,01014,6882,Zárate
06,882,068820307,02,125,01014,6882,Zárate
06,882,068820308,02,125,01014,6882,Zárate
06,882,068820401,02,125,01021,6882,Zárate
06,882,068820402,02,125,01021,6882,Zárate
06,882,068820403,02,125,01021,6882,Zárate
06,882,068820501,02,125,01021,6882,Zárate
06,882,068820502,02,125,01021,6882,Zárate
06,882,068820503,02,125,01021,6882,Zárate
06,882,068820504,02,125,01021,6882,Zárate
06,882,068820505,02,125,01021,6882,Zárate
06,882,068820506,02,125,01021,6882,Zárate
06,882,068820507,02,125,01021,6882,Zárate
06,882,068820508,02,125,01021,6882,Zárate
06,882,068820509,02,125,01021,6882,Zárate
06,882,068820601,02,125,01020,6882,Zárate
06,882,068820701,02,125,01017,6882,Zárate
06,882,068820702,02,125,01017,6882,Zárate
06,882,068820703,02,125,01017,6882,Zárate
06,882,068820801,02,125,01018,6882,Zárate
06,882,068820802,02,125,01018,6882,Zárate
06,882,068820803,02,125,01018,6882,Zárate
06,882,068820804,02,125,01018,6882,Zárate
06,882,068820805,02,125,01018,6882,Zárate
06,882,068820806,02,125,01013,6882,Zárate
06,882,068820807,02,125,01013,6882,Zárate
06,882,068820808,02,125,01013,6882,Zárate
06,882,068820809,02,125,01013,6882,Zárate
06,882,068820810,02,125,01013,6882,Zárate
06,882,068820811,02,125,01013,6882,Zárate
06,882,068820812,02,125,01013,6882,Zárate
06,882,068820813,02,125,01017,6882,Zárate
06,882,068820901,02,125,01017,6882,Zárate
06,882,068820902,02,125,01017,6882,Zárate
06,882,068820903,02,125,01017,6882,Zárate
06,882,068820904,02,125,01017,6882,Zárate
06,882,068820905,02,125,01017,6882,Zárate
06,882,068820906,02,125,01017,6882,Zárate
06,882,068820907,02,125,01017,6882,Zárate
06,882,068820908,02,125,01017,6882,Zárate
06,882,068820909,02,125,01017,6882,Zárate
06,882,068820910,02,125,01014,6882,Zárate
06,882,068820911,02,125,01014,6882,Zárate
06,882,068820912,02,125,01017,6882,Zárate
06,882,068820913,02,125,01017,6882,Zárate
06,882,068820914,02,125,01014,6882,Zárate
06,882,068821001,02,125,01016,6882,Zárate
06,882,068821002,02,125,01016,6882,Zárate
06,882,068821003,02,125,01016,6882,Zárate
06,882,068821004,02,125,01014,6882,Zárate
06,882,068821005,02,125,01014,6882,Zárate
06,882,068821006,02,125,01014,6882,Zárate
06,882,068821007,02,125,01014,6882,Zárate
06,882,068821008,02,125,01014,6882,Zárate
06,882,068821009,02,125,01014,6882,Zárate
06,882,068821010,02,125,01014,6882,Zárate
06,882,068821011,02,125,01014,6882,Zárate
06,882,068821101,02,125,01019,6882,Zárate
06,882,068821201,02,125,01021,6882,Zárate
06,882,068821301,02,125,01021,6882,Zárate
06,882,068821401,02,125,01021,6882,Zárate
06,882,068821501,02,125,01019,6882,Zárate
06,882,068821601,02,125,01014,6882,Zárate
06,882,068821602,02,125,01014,6882,Zárate
06,882,068821603,02,125,01014,6882,Zárate
06,882,068821604,02,125,01014,6882,Zárate
06,882,068821605,02,125,01014,6882,Zárate
06,882,068821606,02,125,01014,6882,Zárate
06,882,068821607,02,125,01014,6882,Zárate
06,882,068821608,02,125,01014,6882,Zárate
06,882,068821701,02,125,01014,6882,Zárate
06,882,068821702,02,125,01014,6882,Zárate
06,882,068821703,02,125,01014,6882,Zárate
06,882,068821704,02,125,01014,6882,Zárate
06,882,068821705,02,125,01014,6882,Zárate
06,882,068821706,02,125,01014,6882,Zárate
06,882,068821707,02,125,01014,6882,Zárate
06,882,068821708,02,125,01014,6882,Zárate
06,882,068821709,02,125,01014,6882,Zárate
06,882,068821710,02,125,01016,6882,Zárate
06,882,068821711,02,125,01014,6882,Zárate
06,882,068821801,02,125,1013A,6882,Zárate
06,882,068821802,02,125,1013A,6882,Zárate
06,882,068821803,02,125,1013A,6882,Zárate
06,294,062940101,02,041,00318,6294,General Arenales
06,294,062940102,02,041,00318,6294,General Arenales
06,294,062940103,02,041,00318,6294,General Arenales
06,294,062940201,02,041,00317,6294,General Arenales
06,294,062940202,02,041,00317,6294,General Arenales
06,294,062940203,02,041,00317,6294,General Arenales
06,294,062940204,02,041,00317,6294,General Arenales
06,294,062940205,02,041,00317,6294,General Arenales
06,294,062940206,02,041,00316,6294,General Arenales
06,294,062940207,02,041,00316,6294,General Arenales
06,294,062940208,02,041,00316,6294,General Arenales
06,294,062940209,02,041,00316,6294,General Arenales
06,294,062940210,02,041,0316A,6294,General Arenales
06,294,062940211,02,041,0316A,6294,General Arenales
06,294,062940301,02,041,00315,6294,General Arenales
06,294,062940302,02,041,00315,6294,General Arenales
06,294,062940303,02,041,00314,6294,General Arenales
06,294,062940401,02,041,00314,6294,General Arenales
06,294,062940402,02,041,00314,6294,General Arenales
06,294,062940403,02,041,00314,6294,General Arenales
06,294,062940404,02,041,00314,6294,General Arenales
06,294,062940405,02,041,00314,6294,General Arenales
06,294,062940406,02,041,00314,6294,General Arenales
06,294,062940407,02,041,00314,6294,General Arenales
06,294,062940408,02,041,00314,6294,General Arenales
06,294,062940501,02,041,00315,6294,General Arenales
06,294,062940502,02,041,00317,6294,General Arenales
06,294,062940503,02,041,00317,6294,General Arenales
06,294,062940504,02,041,00315,6294,General Arenales
06,294,062940505,02,041,00315,6294,General Arenales
06,294,062940506,02,041,00315,6294,General Arenales
06,294,062940601,02,041,00318,6294,General Arenales
06,294,062940602,02,041,00318,6294,General Arenales
06,294,062940603,02,041,00318,6294,General Arenales
06,294,062940604,02,041,00318,6294,General Arenales
06,294,062940605,02,041,00318,6294,General Arenales
06,294,062940606,02,041,00318,6294,General Arenales
06,294,062940607,02,041,00318,6294,General Arenales
06,294,062940608,02,041,00318,6294,General Arenales
06,294,062940609,02,041,00318,6294,General Arenales
06,294,062940610,02,041,00318,6294,General Arenales
06,294,062940701,02,041,0314A,6294,General Arenales
06,294,062940702,02,041,0314A,6294,General Arenales
06,294,062940703,02,041,0314A,6294,General Arenales
06,294,062940704,02,041,0314A,6294,General Arenales
06,294,062940705,02,041,0314A,6294,General Arenales
06,294,062940706,02,041,0314A,6294,General Arenales
06,294,062940801,02,041,00316,6294,General Arenales
06,294,062940802,02,041,00316,6294,General Arenales
06,294,062940803,02,041,00316,6294,General Arenales
06,294,062940804,02,041,00316,6294,General Arenales
06,294,062940805,02,041,00316,6294,General Arenales
06,294,062940806,02,041,00316,6294,General Arenales
06,294,062940807,02,041,00316,6294,General Arenales
06,294,062940808,02,041,00316,6294,General Arenales
06,294,062940809,02,041,00316,6294,General Arenales
06,294,062940810,02,041,00316,6294,General Arenales
06,294,062940811,02,041,00316,6294,General Arenales
06,294,062940812,02,041,00316,6294,General Arenales
06,294,062940813,02,041,00316,6294,General Arenales
06,294,062940814,02,041,00316,6294,General Arenales
06,294,062940815,02,041,00316,6294,General Arenales
06,714,067140101,02,101,00854,6714,Salto
06,714,067140102,02,101,00854,6714,Salto
06,714,067140103,02,101,00854,6714,Salto
06,714,067140104,02,101,00854,6714,Salto
06,714,067140105,02,101,00854,6714,Salto
06,714,067140106,02,101,00854,6714,Salto
06,714,067140107,02,101,00854,6714,Salto
06,714,067140108,02,101,00854,6714,Salto
06,714,067140109,02,101,00854,6714,Salto
06,714,067140110,02,101,00854,6714,Salto
06,714,067140111,02,101,00854,6714,Salto
06,714,067140112,02,101,00854,6714,Salto
06,714,067140113,02,101,00854,6714,Salto
06,714,067140114,02,101,00854,6714,Salto
06,714,067140115,02,101,00854,6714,Salto
06,714,067140201,02,101,00855,6714,Salto
06,714,067140202,02,101,00855,6714,Salto
06,714,067140203,02,101,00855,6714,Salto
06,714,067140204,02,101,00855,6714,Salto
06,714,067140205,02,101,00855,6714,Salto
06,714,067140206,02,101,00855,6714,Salto
06,714,067140207,02,101,00855,6714,Salto
06,714,067140301,02,101,00855,6714,Salto
06,714,067140302,02,101,00855,6714,Salto
06,714,067140303,02,101,00855,6714,Salto
06,714,067140304,02,101,00855,6714,Salto
06,714,067140305,02,101,00855,6714,Salto
06,714,067140306,02,101,00855,6714,Salto
06,714,067140401,02,101,0855A,6714,Salto
06,714,067140402,02,101,0855A,6714,Salto
06,714,067140403,02,101,0855A,6714,Salto
06,714,067140404,02,101,0855A,6714,Salto
06,714,067140501,02,101,00856,6714,Salto
06,714,067140502,02,101,00856,6714,Salto
06,714,067140503,02,101,00856,6714,Salto
06,714,067140504,02,101,00856,6714,Salto
06,714,067140505,02,101,00856,6714,Salto
06,714,067140601,02,101,00854,6714,Salto
06,714,067140602,02,101,00854,6714,Salto
06,714,067140603,02,101,00854,6714,Salto
06,714,067140604,02,101,00854,6714,Salto
06,714,067140605,02,101,00854,6714,Salto
06,714,067140606,02,101,00854,6714,Salto
06,714,067140607,02,101,00854,6714,Salto
06,714,067140608,02,101,00854,6714,Salto
06,714,067140609,02,101,00854,6714,Salto
06,714,067140610,02,101,00854,6714,Salto
06,714,067140611,02,101,00854,6714,Salto
06,714,067140612,02,101,00854,6714,Salto
06,714,067140613,02,101,00854,6714,Salto
06,714,067140614,02,101,00854,6714,Salto
06,714,067140615,02,101,00854,6714,Salto
06,714,067140616,02,101,00854,6714,Salto
06,714,067140617,02,101,00854,6714,Salto
06,714,067140701,02,101,00854,6714,Salto
06,714,067140702,02,101,00854,6714,Salto
06,714,067140703,02,101,00854,6714,Salto
06,714,067140801,02,101,00857,6714,Salto
06,714,067140802,02,101,0857B,6714,Salto
06,714,067140803,02,101,0857B,6714,Salto
06,714,067140804,02,101,0857B,6714,Salto
06,714,067140805,02,101,0857B,6714,Salto
06,714,067140806,02,101,00857,6714,Salto
06,714,067140807,02,101,0857A,6714,Salto
06,714,067140808,02,101,0857A,6714,Salto
06,714,067140809,02,101,00857,6714,Salto
06,714,067140901,02,101,00858,6714,Salto
06,714,067140902,02,101,00858,6714,Salto
06,714,067140903,02,101,00858,6714,Salto
06,714,067140904,02,101,00858,6714,Salto
06,714,067140905,02,101,00858,6714,Salto
06,714,067140906,02,101,00858,6714,Salto
06,126,061260101,02,016,00155,6126,Campana
06,126,061260102,02,016,00155,6126,Campana
06,126,061260103,02,016,0155A,6126,Campana
06,126,061260104,02,016,0155A,6126,Campana
06,126,061260105,02,016,00155,6126,Campana
06,126,061260106,02,016,00155,6126,Campana
06,126,061260107,02,016,00155,6126,Campana
06,126,061260108,02,016,00155,6126,Campana
06,126,061260109,02,016,0155A,6126,Campana
06,126,061260110,02,016,0155A,6126,Campana
06,126,061260111,02,016,0156B,6126,Campana
06,126,061260112,02,016,0156B,6126,Campana
06,126,061260113,02,016,0155A,6126,Campana
06,126,061260114,02,016,00155,6126,Campana
06,126,061260201,02,016,0156B,6126,Campana
06,126,061260202,02,016,0156B,6126,Campana
06,126,061260203,02,016,0156B,6126,Campana
06,126,061260204,02,016,0156B,6126,Campana
06,126,061260205,02,016,0156B,6126,Campana
06,126,061260206,02,016,0155A,6126,Campana
06,126,061260207,02,016,0155A,6126,Campana
06,126,061260208,02,016,0155A,6126,Campana
06,126,061260209,02,016,0156A,6126,Campana
06,126,061260210,02,016,0156A,6126,Campana
06,126,061260211,02,016,0156A,6126,Campana
06,126,061260301,02,016,00155,6126,Campana
06,126,061260302,02,016,00155,6126,Campana
06,126,061260303,02,016,00155,6126,Campana
06,126,061260304,02,016,00155,6126,Campana
06,126,061260305,02,016,00155,6126,Campana
06,126,061260306,02,016,00155,6126,Campana
06,126,061260307,02,016,00155,6126,Campana
06,126,061260308,02,016,00155,6126,Campana
06,126,061260309,02,016,00155,6126,Campana
06,126,061260310,02,016,00155,6126,Campana
06,126,061260311,02,016,00155,6126,Campana
06,126,061260401,02,016,00155,6126,Campana
