,PROV_,DEPTO_,FRACC_,COD_2010,IN1,NAM
29583,18,105,01,181050107,18035,Curuzú Cuatiá
29584,18,070,01,180700112,18070,Goya
29585,18,070,21,180702113,18070,Goya
29586,18,070,22,180702215,18070,Goya
29587,18,070,01,180700114,18070,Goya
29588,18,070,17,180701704,18070,Goya
29589,18,070,17,180701702,18070,Goya
29590,18,105,01,181050108,18035,Curuzú Cuatiá
29591,18,070,01,180700113,18070,Goya
29592,18,070,01,180700115,18070,Goya
29593,18,070,22,180702201,18070,Goya
29594,18,070,01,180700118,18070,Goya
29595,18,147,01,181470105,18147,San Martín
29596,18,105,04,181050401,18035,Curuzú Cuatiá
29597,18,147,01,181470106,18147,San Martín
29598,18,070,01,180700116,18070,Goya
29599,18,070,22,180702202,18070,Goya
29600,18,070,01,180700117,18070,Goya
29601,18,105,02,181050201,18035,Curuzú Cuatiá
29602,18,070,22,180702216,18070,Goya
29603,18,070,22,180702203,18070,Goya
29604,18,105,01,181050102,18035,Curuzú Cuatiá
29605,18,070,17,180701701,18070,Goya
29606,18,105,02,181050204,18035,Curuzú Cuatiá
29607,18,105,01,181050103,18035,Curuzú Cuatiá
29608,18,105,01,181050105,18035,Curuzú Cuatiá
29609,18,147,01,181470104,18147,San Martín
29610,18,105,01,181050106,18035,Curuzú Cuatiá
29611,18,070,22,180702204,18070,Goya
29612,18,105,01,181050114,18035,Curuzú Cuatiá
29613,18,147,01,181470107,18147,San Martín
29614,18,105,01,181050104,18035,Curuzú Cuatiá
29615,18,070,18,180701801,18070,Goya
29616,18,070,22,180702205,18070,Goya
29617,18,070,22,180702210,18070,Goya
29618,18,105,01,181050112,18035,Curuzú Cuatiá
29619,18,070,22,180702206,18070,Goya
29620,18,070,22,180702218,18070,Goya
29621,18,070,22,180702208,18070,Goya
29622,18,105,01,181050113,18035,Curuzú Cuatiá
29623,18,105,01,181050111,18035,Curuzú Cuatiá
29624,18,070,19,180701902,18070,Goya
29625,18,119,10,181191002,18119,Paso de los Libres
29626,18,105,01,181050110,18035,Curuzú Cuatiá
29627,18,070,22,180702209,18070,Goya
29628,18,105,01,181050109,18035,Curuzú Cuatiá
29629,18,105,04,181050402,18035,Curuzú Cuatiá
29630,18,070,22,180702207,18070,Goya
29631,18,070,22,180702214,18070,Goya
29632,18,070,04,180700401,18070,Goya
29633,18,070,04,180700403,18070,Goya
29634,18,070,22,180702211,18070,Goya
29635,18,105,21,181052101,18035,Curuzú Cuatiá
29636,18,105,21,181052109,18035,Curuzú Cuatiá
29637,18,105,21,181052110,18035,Curuzú Cuatiá
29638,18,070,22,180702217,18070,Goya
29639,18,070,15,180701506,18070,Goya
29640,18,105,01,181050115,18035,Curuzú Cuatiá
29641,18,105,21,181052102,18035,Curuzú Cuatiá
29642,18,105,21,181052108,18035,Curuzú Cuatiá
29643,18,105,21,181052103,18035,Curuzú Cuatiá
29644,18,070,22,180702213,18070,Goya
29645,18,105,21,181052104,18035,Curuzú Cuatiá
29646,18,105,21,181052105,18035,Curuzú Cuatiá
29647,18,070,15,180701508,18070,Goya
29648,18,070,22,180702212,18070,Goya
29649,18,105,21,181052106,18035,Curuzú Cuatiá
29650,18,070,15,180701509,18070,Goya
29651,18,070,15,180701507,18070,Goya
29652,18,070,04,180700404,18070,Goya
29653,18,105,21,181052114,18035,Curuzú Cuatiá
29654,18,070,15,180701503,18070,Goya
29655,18,105,21,181052113,18035,Curuzú Cuatiá
29656,18,105,08,181050802,18035,Curuzú Cuatiá
29657,18,105,21,181052107,18035,Curuzú Cuatiá
29658,18,105,21,181052112,18035,Curuzú Cuatiá
29659,18,105,08,181050801,18035,Curuzú Cuatiá
29660,18,035,16,180351602,18035,Curuzú Cuatiá
29661,18,105,21,181052111,18035,Curuzú Cuatiá
29662,18,105,08,181050805,18035,Curuzú Cuatiá
29663,18,091,06,180910602,18091,Lavalle
29664,18,070,15,180701502,18070,Goya
29665,18,119,12,181191201,18119,Paso de los Libres
29666,18,105,08,181050806,18035,Curuzú Cuatiá
29667,18,105,08,181050803,18035,Curuzú Cuatiá
29668,18,070,19,180701905,18070,Goya
29669,18,035,15,180351502,18035,Curuzú Cuatiá
29670,18,070,16,180701601,18070,Goya
29671,18,035,15,180351507,18035,Curuzú Cuatiá
29672,18,070,17,180701703,18070,Goya
29673,18,070,16,180701607,18070,Goya
29674,18,070,16,180701602,18070,Goya
29675,18,105,09,181050902,18035,Curuzú Cuatiá
29676,18,070,04,180700402,18070,Goya
29677,18,147,03,181470303,18147,San Martín
29678,18,147,03,181470301,18147,San Martín
29679,18,070,19,180701904,18070,Goya
29680,18,105,08,181050804,18035,Curuzú Cuatiá
29681,18,119,11,181191101,18119,Paso de los Libres
29682,18,035,15,180351504,18035,Curuzú Cuatiá
29683,18,070,06,180700601,18070,Goya
29684,18,070,15,180701504,18070,Goya
29685,18,070,15,180701501,18070,Goya
29686,18,070,05,180700501,18070,Goya
29687,18,119,10,181191001,18119,Paso de los Libres
29688,18,105,07,181050701,18035,Curuzú Cuatiá
29689,18,070,16,180701605,18070,Goya
29690,18,035,15,180351508,18035,Curuzú Cuatiá
29691,18,070,16,180701603,18070,Goya
29692,18,070,15,180701505,18070,Goya
29693,18,119,10,181191003,18119,Paso de los Libres
29694,18,070,16,180701606,18070,Goya
29695,18,119,11,181191103,18119,Paso de los Libres
29696,18,119,12,181191202,18119,Paso de los Libres
29697,18,035,15,180351509,18035,Curuzú Cuatiá
29698,18,105,05,181050501,18035,Curuzú Cuatiá
29699,18,105,09,181050903,18035,Curuzú Cuatiá
29700,18,070,14,180701402,18070,Goya
29701,18,070,14,180701401,18070,Goya
29702,18,035,15,180351511,18035,Curuzú Cuatiá
29703,18,035,15,180351510,18035,Curuzú Cuatiá
29704,18,070,05,180700502,18070,Goya
29705,18,035,15,180351503,18035,Curuzú Cuatiá
29706,18,070,13,180701301,18070,Goya
29707,18,105,06,181050603,18035,Curuzú Cuatiá
29708,18,070,16,180701604,18070,Goya
29709,18,147,02,181470204,18147,San Martín
29710,18,070,13,180701302,18070,Goya
29711,18,035,17,180351701,18035,Curuzú Cuatiá
29712,18,147,03,181470304,18147,San Martín
29713,18,147,02,181470205,18147,San Martín
29714,18,035,14,180351402,18035,Curuzú Cuatiá
29715,18,035,13,180351301,18035,Curuzú Cuatiá
29716,18,147,02,181470203,18147,San Martín
29717,18,105,09,181050904,18035,Curuzú Cuatiá
29718,18,070,14,180701403,18070,Goya
29719,18,070,14,180701404,18070,Goya
29720,18,119,11,181191102,18119,Paso de los Libres
29721,18,070,19,180701906,18070,Goya
29722,18,147,02,181470202,18147,San Martín
29723,18,035,17,180351702,18035,Curuzú Cuatiá
29724,18,070,06,180700603,18070,Goya
29725,18,070,05,180700503,18070,Goya
29726,18,035,02,180350201,18035,Curuzú Cuatiá
29727,18,070,06,180700602,18070,Goya
29728,18,070,13,180701303,18070,Goya
29729,18,147,02,181470201,18147,San Martín
29730,18,119,12,181191203,18119,Paso de los Libres
29731,18,119,08,181190802,18119,Paso de los Libres
29732,18,119,08,181190801,18119,Paso de los Libres
29733,18,105,05,181050502,18035,Curuzú Cuatiá
29734,18,070,13,180701304,18070,Goya
29735,18,105,07,181050702,18035,Curuzú Cuatiá
29736,18,105,05,181050503,18035,Curuzú Cuatiá
29737,18,147,02,181470207,18147,San Martín
29738,18,070,07,180700703,18070,Goya
29739,18,035,13,180351302,18035,Curuzú Cuatiá
29740,18,035,14,180351401,18035,Curuzú Cuatiá
29741,18,049,10,180491003,18049,Esquina
29742,18,119,09,181190903,18119,Paso de los Libres
29743,18,070,19,180701907,18070,Goya
29744,18,070,12,180701201,18070,Goya
29745,18,119,09,181190904,18119,Paso de los Libres
29746,18,070,11,180701101,18070,Goya
29747,18,070,07,180700701,18070,Goya
29748,18,119,09,181190905,18119,Paso de los Libres
29749,18,119,09,181190902,18119,Paso de los Libres
29750,18,119,09,181190901,18119,Paso de los Libres
29751,18,070,07,180700702,18070,Goya
29752,18,035,13,180351303,18035,Curuzú Cuatiá
29753,18,070,12,180701203,18070,Goya
29754,18,049,10,180491002,18049,Esquina
29755,18,119,07,181190701,18119,Paso de los Libres
29756,18,070,12,180701202,18070,Goya
29757,18,049,09,180490903,18049,Esquina
29758,18,105,06,181050601,18035,Curuzú Cuatiá
29759,18,070,11,180701102,18070,Goya
29760,18,049,09,180490904,18049,Esquina
29761,18,119,07,181190702,18119,Paso de los Libres
29762,18,070,09,180700901,18070,Goya
29763,18,035,03,180350303,18035,Curuzú Cuatiá
29764,18,035,12,180351201,18035,Curuzú Cuatiá
29765,18,119,07,181190703,18119,Paso de los Libres
29766,18,070,12,180701204,18070,Goya
29767,18,035,12,180351203,18035,Curuzú Cuatiá
29768,18,119,14,181191402,18119,Paso de los Libres
29769,18,070,10,180701005,18070,Goya
29770,18,035,03,180350302,18035,Curuzú Cuatiá
29771,18,105,06,181050602,18035,Curuzú Cuatiá
29772,18,035,11,180351102,18035,Curuzú Cuatiá
29773,18,119,14,181191403,18119,Paso de los Libres
29774,18,049,10,180491001,18049,Esquina
29775,18,175,02,181750203,18175,Sauce
29776,18,070,09,180700902,18070,Goya
29777,18,049,08,180490802,18049,Esquina
29778,18,119,14,181191401,18119,Paso de los Libres
29779,18,070,08,180700801,18070,Goya
29780,18,070,10,180701004,18070,Goya
29781,18,035,12,180351202,18035,Curuzú Cuatiá
29782,18,119,05,181190501,18119,Paso de los Libres
29783,18,119,14,181191406,18119,Paso de los Libres
29784,18,119,15,181191502,18119,Paso de los Libres
29785,18,070,08,180700802,18070,Goya
29786,18,049,09,180490902,18049,Esquina
29787,18,119,14,181191404,18119,Paso de los Libres
29788,18,070,10,180701003,18070,Goya
29789,18,035,03,180350301,18035,Curuzú Cuatiá
29790,18,119,05,181190502,18119,Paso de los Libres
29791,18,035,10,180351002,18035,Curuzú Cuatiá
29792,18,119,15,181191501,18119,Paso de los Libres
29793,18,119,14,181191405,18119,Paso de los Libres
29794,18,119,15,181191509,18119,Paso de los Libres
29795,18,119,15,181191503,18119,Paso de los Libres
29796,18,119,15,181191508,18119,Paso de los Libres
29797,18,119,15,181191522,18119,Paso de los Libres
29798,18,119,01,181190114,18119,Paso de los Libres
29799,18,119,15,181191507,18119,Paso de los Libres
29800,18,119,04,181190403,18119,Paso de los Libres
29801,18,119,15,181191504,18119,Paso de los Libres
29802,18,119,01,181190110,18119,Paso de los Libres
29803,18,119,01,181190102,18119,Paso de los Libres
29804,18,119,15,181191523,18119,Paso de los Libres
29805,18,119,01,181190103,18119,Paso de los Libres
29806,18,119,15,181191510,18119,Paso de los Libres
29807,18,119,01,181190116,18119,Paso de los Libres
29808,18,119,01,181190115,18119,Paso de los Libres
29809,18,119,15,181191506,18119,Paso de los Libres
29810,18,119,15,181191521,18119,Paso de los Libres
29811,18,119,01,181190104,18119,Paso de los Libres
29812,18,119,15,181191505,18119,Paso de los Libres
29813,18,119,15,181191520,18119,Paso de los Libres
29814,18,119,15,181191511,18119,Paso de los Libres
29815,18,035,11,180351101,18035,Curuzú Cuatiá
29816,18,119,01,181190109,18119,Paso de los Libres
29817,18,119,14,181191407,18119,Paso de los Libres
29818,18,119,01,181190106,18119,Paso de los Libres
29819,18,119,01,181190105,18119,Paso de los Libres
29820,18,119,15,181191512,18119,Paso de los Libres
29821,18,119,01,181190108,18119,Paso de los Libres
29822,18,119,06,181190601,18119,Paso de los Libres
29823,18,119,15,181191518,18119,Paso de los Libres
29824,18,119,01,181190111,18119,Paso de los Libres
29825,18,119,15,181191514,18119,Paso de los Libres
29826,18,119,15,181191513,18119,Paso de los Libres
29827,18,119,15,181191517,18119,Paso de los Libres
29828,18,119,15,181191516,18119,Paso de los Libres
29829,18,119,01,181190107,18119,Paso de los Libres
29830,18,119,01,181190101,18119,Paso de los Libres
29831,18,035,04,180350402,18035,Curuzú Cuatiá
29832,18,119,15,181191515,18119,Paso de los Libres
29833,18,119,01,181190112,18119,Paso de los Libres
29834,18,119,01,181190113,18119,Paso de los Libres
29835,18,070,08,180700804,18070,Goya
29836,18,119,01,181190117,18119,Paso de los Libres
29837,18,035,10,180351001,18035,Curuzú Cuatiá
29838,18,049,09,180490901,18049,Esquina
29839,18,070,10,180701002,18070,Goya
29840,18,070,08,180700803,18070,Goya
29841,18,119,06,181190602,18119,Paso de los Libres
29842,18,175,02,181750204,18175,Sauce
29843,18,070,10,180701001,18070,Goya
29844,18,049,08,180490801,18049,Esquina
29845,18,175,02,181750201,18175,Sauce
29846,18,035,18,180351802,18035,Curuzú Cuatiá
29847,18,035,18,180351801,18035,Curuzú Cuatiá
29848,18,035,19,180351901,18035,Curuzú Cuatiá
29849,18,035,19,180351902,18035,Curuzú Cuatiá
29850,18,035,09,180350901,18035,Curuzú Cuatiá
29851,18,035,01,180350101,18035,Curuzú Cuatiá
29852,18,035,18,180351803,18035,Curuzú Cuatiá
29853,18,035,01,180350102,18035,Curuzú Cuatiá
29854,18,035,19,180351903,18035,Curuzú Cuatiá
29855,18,035,19,180351904,18035,Curuzú Cuatiá
29856,18,035,19,180351905,18035,Curuzú Cuatiá
29857,18,035,18,180351806,18035,Curuzú Cuatiá
29858,18,035,18,180351804,18035,Curuzú Cuatiá
29859,18,035,18,180351807,18035,Curuzú Cuatiá
29860,18,035,18,180351809,18035,Curuzú Cuatiá
29861,18,035,18,180351808,18035,Curuzú Cuatiá
29862,18,035,01,180350103,18035,Curuzú Cuatiá
29863,18,175,02,181750202,18175,Sauce
29864,18,035,18,180351805,18035,Curuzú Cuatiá
29865,18,035,19,180351908,18035,Curuzú Cuatiá
29866,18,035,19,180351907,18035,Curuzú Cuatiá
29867,18,035,19,180351906,18035,Curuzú Cuatiá
29868,18,035,01,180350105,18035,Curuzú Cuatiá
29869,18,035,01,180350104,18035,Curuzú Cuatiá
29870,18,035,19,180351909,18035,Curuzú Cuatiá
29871,18,035,18,180351810,18035,Curuzú Cuatiá
29872,18,035,19,180351910,18035,Curuzú Cuatiá
29873,18,035,19,180351911,18035,Curuzú Cuatiá
29874,18,035,01,180350106,18035,Curuzú Cuatiá
29875,18,035,01,180350108,18035,Curuzú Cuatiá
29876,18,035,01,180350109,18035,Curuzú Cuatiá
29877,18,035,01,180350110,18035,Curuzú Cuatiá
29878,18,119,04,181190402,18119,Paso de los Libres
29879,18,035,01,180350111,18035,Curuzú Cuatiá
29880,18,035,19,180351912,18035,Curuzú Cuatiá
29881,18,035,19,180351913,18035,Curuzú Cuatiá
29882,18,035,04,180350401,18035,Curuzú Cuatiá
29883,18,035,01,180350107,18035,Curuzú Cuatiá
29884,18,035,01,180350112,18035,Curuzú Cuatiá
29885,18,035,05,180350502,18035,Curuzú Cuatiá
29886,18,035,01,180350114,18035,Curuzú Cuatiá
29887,18,035,18,180351811,18035,Curuzú Cuatiá
29888,18,035,01,180350113,18035,Curuzú Cuatiá
29889,18,035,01,180350115,18035,Curuzú Cuatiá
29890,18,035,01,180350116,18035,Curuzú Cuatiá
29891,18,035,05,180350501,18035,Curuzú Cuatiá
29892,18,119,04,181190401,18119,Paso de los Libres
29893,18,049,07,180490705,18049,Esquina
29894,18,112,04,181120402,18112,Monte Caseros
29895,18,119,03,181190302,18119,Paso de los Libres
29896,18,070,19,180701909,18070,Goya
29897,18,119,04,181190404,18119,Paso de los Libres
29898,18,049,06,180490603,18049,Esquina
29899,18,175,07,181750701,18175,Sauce
29900,18,175,07,181750702,18175,Sauce
29901,18,049,07,180490704,18049,Esquina
29902,18,035,06,180350602,18035,Curuzú Cuatiá
29903,18,112,04,181120408,18112,Monte Caseros
29904,18,119,02,181190201,18119,Paso de los Libres
29905,18,035,05,180350503,18035,Curuzú Cuatiá
29906,18,035,09,180350902,18035,Curuzú Cuatiá
29907,18,119,03,181190303,18119,Paso de los Libres
29908,18,049,06,180490601,18049,Esquina
29909,18,049,06,180490602,18049,Esquina
29910,18,119,03,181190301,18119,Paso de los Libres
29911,18,112,04,181120406,18112,Monte Caseros
29912,18,112,04,181120411,18112,Monte Caseros
29913,18,112,04,181120401,18112,Monte Caseros
29914,18,175,06,181750604,18175,Sauce
29915,18,049,07,180490703,18049,Esquina
29916,18,175,08,181750801,18175,Sauce
29917,18,112,04,181120409,18112,Monte Caseros
29918,18,035,06,180350601,18035,Curuzú Cuatiá
29919,18,119,02,181190202,18119,Paso de los Libres
29920,18,175,06,181750605,18175,Sauce
29921,18,112,04,181120405,18112,Monte Caseros
29922,18,175,06,181750603,18175,Sauce
29923,18,035,06,180350603,18035,Curuzú Cuatiá
29924,18,175,03,181750302,18175,Sauce
29925,18,112,03,181120303,18112,Monte Caseros
29926,18,049,07,180490701,18049,Esquina
29927,18,112,04,181120407,18112,Monte Caseros
29928,18,112,03,181120302,18112,Monte Caseros
29929,18,112,04,181120403,18112,Monte Caseros
29930,18,049,07,180490702,18049,Esquina
29931,18,049,11,180491101,18049,Esquina
29932,18,049,05,180490503,18049,Esquina
29933,18,049,01,180490103,18049,Esquina
29934,18,175,03,181750303,18175,Sauce
29935,18,175,08,181750802,18175,Sauce
29936,18,049,01,180490102,18049,Esquina
29937,18,112,04,181120410,18112,Monte Caseros
29938,18,112,05,181120501,18112,Monte Caseros
29939,18,049,01,180490104,18049,Esquina
29940,18,049,01,180490101,18049,Esquina
29941,18,049,01,180490113,18049,Esquina
29942,18,049,01,180490105,18049,Esquina
29943,18,049,01,180490106,18049,Esquina
29944,18,049,02,180490206,18049,Esquina
29945,18,049,01,180490107,18049,Esquina
29946,18,049,01,180490112,18049,Esquina
29947,18,049,01,180490114,18049,Esquina
29948,18,049,01,180490115,18049,Esquina
29949,18,049,01,180490108,18049,Esquina
29950,18,049,01,180490111,18049,Esquina
29951,18,112,04,181120404,18112,Monte Caseros
29952,18,049,01,180490110,18049,Esquina
29953,18,049,01,180490109,18049,Esquina
29954,18,049,01,180490116,18049,Esquina
29955,18,049,02,180490205,18049,Esquina
29956,18,049,01,180490117,18049,Esquina
29957,18,049,01,180490118,18049,Esquina
29958,18,049,02,180490207,18049,Esquina
29959,18,049,05,180490501,18049,Esquina
29960,18,112,05,181120504,18112,Monte Caseros
29961,18,049,02,180490201,18049,Esquina
29962,18,175,05,181750502,18175,Sauce
29963,18,119,13,181191301,18119,Paso de los Libres
29964,18,112,05,181120503,18112,Monte Caseros
29965,18,035,08,180350801,18035,Curuzú Cuatiá
29966,18,175,06,181750601,18175,Sauce
29967,18,175,06,181750602,18175,Sauce
29968,18,175,03,181750301,18175,Sauce
29969,18,049,02,180490202,18049,Esquina
29970,18,175,01,181750101,18175,Sauce
29971,18,175,05,181750503,18175,Sauce
29972,18,035,07,180350701,18035,Curuzú Cuatiá
29973,18,049,05,180490502,18049,Esquina
29974,18,175,01,181750102,18175,Sauce
29975,18,175,05,181750501,18175,Sauce
29976,18,175,01,181750103,18175,Sauce
29977,18,175,01,181750104,18175,Sauce
29978,18,175,01,181750106,18175,Sauce
29979,18,175,01,181750105,18175,Sauce
29980,18,175,01,181750108,18175,Sauce
29981,18,175,01,181750107,18175,Sauce
29982,18,035,08,180350802,18035,Curuzú Cuatiá
29983,18,049,02,180490204,18049,Esquina
29984,18,049,02,180490203,18049,Esquina
29985,18,175,04,181750401,18175,Sauce
29986,18,175,04,181750402,18175,Sauce
29987,18,112,03,181120301,18112,Monte Caseros
29988,18,112,02,181120201,18112,Monte Caseros
29989,18,112,05,181120502,18112,Monte Caseros
29990,18,049,03,180490303,18049,Esquina
29991,18,112,03,181120304,18112,Monte Caseros
29992,18,049,03,180490302,18049,Esquina
29993,18,175,04,181750403,18175,Sauce
29994,18,112,02,181120202,18112,Monte Caseros
29995,18,049,04,180490405,18049,Esquina
29996,18,112,01,181120102,18112,Monte Caseros
29997,18,112,02,181120203,18112,Monte Caseros
29998,18,112,01,181120101,18112,Monte Caseros
29999,18,049,04,180490403,18049,Esquina
30000,18,035,07,180350702,18035,Curuzú Cuatiá
30001,18,049,04,180490401,18049,Esquina
30002,18,049,03,180490301,18049,Esquina
30003,18,049,03,180490308,18049,Esquina
30004,18,049,03,180490304,18049,Esquina
30005,18,112,06,181120604,18112,Monte Caseros
30006,18,049,03,180490305,18049,Esquina
30007,18,112,01,181120107,18112,Monte Caseros
30008,18,112,01,181120104,18112,Monte Caseros
30009,18,112,01,181120112,18112,Monte Caseros
30010,18,112,01,181120105,18112,Monte Caseros
30011,18,112,01,181120106,18112,Monte Caseros
30012,18,112,01,181120110,18112,Monte Caseros
30013,18,112,01,181120109,18112,Monte Caseros
30014,18,112,01,181120108,18112,Monte Caseros
30015,18,112,01,181120111,18112,Monte Caseros
30016,18,112,02,181120206,18112,Monte Caseros
30017,18,112,01,181120113,18112,Monte Caseros
30018,18,112,09,181120901,18112,Monte Caseros
30019,18,112,09,181120907,18112,Monte Caseros
30020,18,112,02,181120210,18112,Monte Caseros
30021,18,112,09,181120906,18112,Monte Caseros
30022,18,112,09,181120905,18112,Monte Caseros
30023,18,112,09,181120904,18112,Monte Caseros
30024,18,112,07,181120706,18112,Monte Caseros
30025,18,112,07,181120710,18112,Monte Caseros
30026,18,112,02,181120204,18112,Monte Caseros
30027,18,112,09,181120908,18112,Monte Caseros
30028,18,112,09,181120903,18112,Monte Caseros
30029,18,112,09,181120902,18112,Monte Caseros
30030,18,112,09,181120910,18112,Monte Caseros
30031,18,112,09,181120911,18112,Monte Caseros
30032,18,112,09,181120912,18112,Monte Caseros
30033,18,112,09,181120909,18112,Monte Caseros
30034,18,112,09,181120913,18112,Monte Caseros
30035,18,049,04,180490404,18049,Esquina
30036,18,112,07,181120707,18112,Monte Caseros
30037,18,049,03,180490306,18049,Esquina
30038,18,049,03,180490307,18049,Esquina
30039,18,112,02,181120205,18112,Monte Caseros
30040,18,049,04,180490402,18049,Esquina
30041,18,112,02,181120208,18112,Monte Caseros
30042,18,112,02,181120211,18112,Monte Caseros
30043,18,112,02,181120212,18112,Monte Caseros
30044,18,112,02,181120207,18112,Monte Caseros
30045,18,112,07,181120705,18112,Monte Caseros
30046,18,112,02,181120209,18112,Monte Caseros
30047,18,112,06,181120603,18112,Monte Caseros
30048,18,119,15,181191519,18119,Paso de los Libres
30049,18,112,01,181120103,18112,Monte Caseros
30050,18,112,01,181120114,18112,Monte Caseros
30051,18,112,09,181120914,18112,Monte Caseros
30052,18,105,09,181050901,18035,Curuzú Cuatiá
30053,18,035,15,180351501,18035,Curuzú Cuatiá
30054,18,147,02,181470206,18147,San Martín
30055,18,070,19,180701908,18070,Goya
30056,18,112,07,181120702,18112,Monte Caseros
30057,18,112,07,181120709,18112,Monte Caseros
30058,18,112,07,181120704,18112,Monte Caseros
30059,18,112,07,181120701,18112,Monte Caseros
30060,18,112,06,181120602,18112,Monte Caseros
30061,18,112,07,181120703,18112,Monte Caseros
30062,18,112,07,181120708,18112,Monte Caseros
30063,18,112,06,181120601,18112,Monte Caseros
30064,18,112,08,181120803,18112,Monte Caseros
30065,18,112,08,181120805,18112,Monte Caseros
30066,18,112,08,181120804,18112,Monte Caseros
30067,18,112,08,181120801,18112,Monte Caseros
30068,18,112,08,181120802,18112,Monte Caseros
30069,18,112,08,181120806,18112,Monte Caseros
30070,18,112,08,181120807,18112,Monte Caseros
30071,18,112,08,181120808,18112,Monte Caseros
30072,18,112,08,181120809,18112,Monte Caseros
30073,18,112,08,181120810,18112,Monte Caseros
30074,22,063,05,220630505,22063,General Güemes
30075,22,063,05,220630504,22063,General Güemes
30076,22,063,05,220630503,22063,General Güemes
30077,22,063,04,220630401,22063,General Güemes
30078,22,063,05,220630509,22063,General Güemes
30079,22,063,05,220630508,22063,General Güemes
30080,22,063,05,220630507,22063,General Güemes
30081,22,063,05,220630502,22063,General Güemes
30082,22,063,05,220630501,22063,General Güemes
30083,22,063,05,220630506,22063,General Güemes
30084,22,063,04,220630402,22063,General Güemes
30085,22,007,02,220070207,22007,Almirante Brown
30086,22,007,03,220070304,22007,Almirante Brown
30087,22,063,06,220630604,22063,General Güemes
30088,22,063,04,220630403,22063,General Güemes
30089,22,063,07,220630702,22063,General Güemes
30090,22,063,07,220630701,22063,General Güemes
30091,22,063,07,220630705,22063,General Güemes
30092,22,007,02,220070206,22007,Almirante Brown
30093,22,063,07,220630703,22063,General Güemes
30094,22,007,02,220070205,22007,Almirante Brown
30095,22,063,06,220630603,22063,General Güemes
30096,22,063,04,220630404,22063,General Güemes
30097,22,063,07,220630704,22063,General Güemes
30098,22,007,03,220070303,22007,Almirante Brown
30099,22,063,06,220630602,22063,General Güemes
30100,22,007,02,220070204,22007,Almirante Brown
30101,22,007,02,220070203,22007,Almirante Brown
30102,22,007,03,220070301,22007,Almirante Brown
30103,22,007,03,220070302,22007,Almirante Brown
30104,22,063,06,220630605,22063,General Güemes
30105,22,063,02,220630212,22063,General Güemes
30106,22,007,04,220070401,22007,Almirante Brown
30107,22,063,03,220630304,22063,General Güemes
30108,22,063,03,220630306,22063,General Güemes
30109,22,063,06,220630601,22063,General Güemes
30110,22,007,02,220070201,22007,Almirante Brown
30111,22,007,02,220070208,22007,Almirante Brown
30112,22,007,01,220070102,22007,Almirante Brown
30113,22,007,02,220070202,22007,Almirante Brown
30114,22,007,04,220070402,22007,Almirante Brown
30115,22,007,01,220070101,22007,Almirante Brown
30116,22,007,01,220070104,22007,Almirante Brown
30117,22,007,02,220070209,22007,Almirante Brown
30118,22,007,01,220070103,22007,Almirante Brown
30119,22,063,02,220630211,22063,General Güemes
30120,22,063,03,220630305,22063,General Güemes
30121,22,063,03,220630307,22063,General Güemes
30122,22,063,02,220630209,22063,General Güemes
30123,22,063,02,220630213,22063,General Güemes
30124,22,063,03,220630310,22063,General Güemes
30125,22,063,03,220630309,22063,General Güemes
30126,22,063,03,220630311,22063,General Güemes
30127,22,063,02,220630210,22063,General Güemes
30128,22,063,02,220630216,22063,General Güemes
30129,22,063,02,220630214,22063,General Güemes
30130,22,063,03,220630308,22063,General Güemes
30131,22,063,02,220630215,22063,General Güemes
30132,22,063,02,220630208,22063,General Güemes
30133,22,063,03,220630303,22063,General Güemes
30134,22,084,02,220840201,22084,Libertador General San Martín
30135,22,007,04,220070403,22007,Almirante Brown
30136,22,084,02,220840202,22084,Libertador General San Martín
30137,22,063,03,220630302,22063,General Güemes
30138,22,063,02,220630207,22063,General Güemes
30139,22,063,03,220630301,22063,General Güemes
30140,22,063,02,220630206,22063,General Güemes
30141,22,084,02,220840203,22084,Libertador General San Martín
30142,22,084,02,220840204,22084,Libertador General San Martín
30143,22,007,04,220070404,22007,Almirante Brown
30144,22,084,03,220840301,22084,Libertador General San Martín
30145,22,084,03,220840303,22084,Libertador General San Martín
30146,22,063,08,220630817,22063,General Güemes
30147,22,063,08,220630816,22063,General Güemes
30148,22,063,09,220630915,22063,General Güemes
30149,22,063,09,220630919,22063,General Güemes
30150,22,063,08,220630801,22063,General Güemes
30151,22,063,01,220630108,22063,General Güemes
30152,22,063,09,220630920,22063,General Güemes
30153,22,063,01,220630109,22063,General Güemes
30154,22,063,02,220630203,22063,General Güemes
30155,22,063,08,220630827,22063,General Güemes
30156,22,063,01,220630103,22063,General Güemes
30157,22,063,01,220630102,22063,General Güemes
30158,22,063,09,220630921,22063,General Güemes
30159,22,063,01,220630101,22063,General Güemes
30160,22,063,08,220630826,22063,General Güemes
30161,22,063,01,220630104,22063,General Güemes
30162,22,063,08,220630818,22063,General Güemes
30163,22,063,09,220630928,22063,General Güemes
30164,22,063,01,220630105,22063,General Güemes
30165,22,063,01,220630107,22063,General Güemes
30166,22,063,01,220630106,22063,General Güemes
30167,22,063,02,220630204,22063,General Güemes
30168,22,063,09,220630929,22063,General Güemes
30169,22,063,08,220630824,22063,General Güemes
30170,22,063,08,220630825,22063,General Güemes
30171,22,063,09,220630922,22063,General Güemes
30172,22,063,08,220630814,22063,General Güemes
